top_category,top_material,top_color,top_color_code,bottom_category,bottom_material,bottom_color,bottom_color_code,shoes_category,shoes_material,shoes_color,shoes_color_code,style,temperature,weather_condition,score
Coat,Polyester,"[200, 135, 209]",162.87,Jeans,Leather,"[13, 241, 214]",169.75,Boots,Velvet,"[44, 25, 44]",32.85,Streetwear,5,Sunny,5.0
Cardigan,Polyester,"[76, 162, 167]",136.86,Shorts,Polyester,"[234, 67, 10]",110.43,Sandals,Suede,"[60, 9, 216]",47.85,Streetwear,-3,Rainy,1.0
Tank Top,Silk,"[126, 89, 107]",102.12,Culottes,Denim,"[106, 66, 253]",99.28,Flip-Flops,Mesh,"[92, 108, 201]",113.82,Streetwear,23,Snowy,1.5
Sweater,Leather,"[131, 183, 236]",173.49,Cargo Pants,Nylon,"[214, 165, 108]",173.15,Sandals,Canvas,"[81, 90, 249]",105.44,Bohemian,0,Snowy,4.5
T-shirt,Linen,"[40, 140, 174]",113.98,Culottes,Denim,"[144, 118, 66]",119.85,Loafers,Suede,"[113, 30, 20]",53.68,Bohemian,23,Sunny,5.0
T-shirt,Cotton,"[60, 203, 64]",144.4,Culottes,Velvet,"[247, 173, 160]",193.64,Moccasins,Leather,"[22, 89, 223]",84.24,Streetwear,32,Sunny,5.0
Jacket,Wool,"[171, 233, 106]",199.98,Cargo Pants,Silk,"[16, 111, 232]",96.39,Oxfords,Wool,"[198, 54, 116]",104.12,Vintage,14,Rainy,6.0
Tank Top,Polyester,"[166, 236, 48]",193.64,Skirt,Velvet,"[92, 168, 144]",142.54,Boots,Wool,"[224, 169, 140]",182.14,Vintage,26,Sunny,5.5
Cardigan,Wool,"[111, 144, 58]",124.33,Culottes,Leather,"[37, 92, 214]",89.46,Boots,Knit,"[67, 83, 254]",97.71,Bohemian,-3,Cloudy,6.0
Cardigan,Velvet,"[103, 236, 145]",185.86,Shorts,Linen,"[247, 154, 176]",184.31,Moccasins,Suede,"[231, 108, 79]",141.47,Formal,17,Sunny,5.0
Coat,Silk,"[121, 237, 20]",177.58,Leggings,Polyester,"[116, 71, 19]",78.53,Flip-Flops,Leather,"[251, 213, 107]",212.28,Elegant,15,Sunny,3.0
Blouse,Silk,"[121, 69, 195]",98.91,Leggings,Velvet,"[191, 57, 111]",103.22,Running Shoes,Leather,"[26, 67, 20]",49.38,Minimalist,1,Windy,5.0
Tank Top,Wool,"[105, 182, 18]",140.28,Trousers,Silk,"[244, 43, 136]",113.7,Espadrilles,Canvas,"[95, 127, 86]",112.76,Streetwear,-4,Sunny,2.5
Tank Top,Wool,"[7, 107, 217]",89.64,Chinos,Linen,"[194, 208, 46]",185.35,Oxfords,Canvas,"[98, 6, 128]",47.42,Business Casual,0,Rainy,2.5
Jacket,Fleece,"[8, 243, 243]",172.73,Shorts,Nylon,"[188, 194, 182]",190.84,Sandals,Synthetic,"[138, 41, 77]",74.11,Bohemian,34,Windy,5.0
Jacket,Cotton,"[152, 136, 202]",148.31,Cargo Pants,Leather,"[15, 124, 104]",89.13,Sneakers,Wool,"[96, 128, 157]",121.74,Vintage,10,Windy,5.0
Cardigan,Linen,"[85, 213, 97]",161.5,Joggers,Linen,"[156, 43, 212]",96.05,Boots,Wool,"[57, 203, 119]",149.77,Formal,0,Snowy,4.5
Tank Top,Leather,"[101, 93, 76]",93.45,Chinos,Cotton,"[193, 154, 33]",151.87,Sandals,Rubber,"[189, 82, 64]",111.94,Minimalist,18,Rainy,3.0
Cardigan,Cotton,"[227, 227, 125]",215.37,Trousers,Leather,"[233, 180, 11]",176.58,Flip-Flops,Denim,"[252, 99, 88]",143.49,Preppy,26,Rainy,3.0
Polo,Denim,"[251, 188, 196]",207.75,Trousers,Fleece,"[91, 186, 123]",150.41,Boots,Rubber,"[120, 30, 43]",58.39,Sporty,-3,Cloudy,6.0
Hoodie,Denim,"[235, 97, 108]",139.52,Leggings,Cotton,"[30, 16, 94]",29.08,Espadrilles,Rubber,"[200, 46, 15]",88.51,Elegant,10,Rainy,3.0
Jacket,Silk,"[209, 13, 85]",79.81,Sweatpants,Silk,"[224, 232, 127]",217.64,Boots,Canvas,"[44, 212, 224]",163.14,Business Casual,16,Cloudy,5.0
Cardigan,Polyester,"[130, 66, 125]",91.86,Culottes,Leather,"[182, 41, 251]",107.1,Sneakers,Mesh,"[92, 243, 187]",191.47,Preppy,24,Rainy,5.0
Tunic,Velvet,"[243, 169, 157]",189.76,Cargo Pants,Fleece,"[151, 91, 71]",106.66,Loafers,Wool,"[162, 142, 117]",145.13,Preppy,3,Windy,5.0
Tank Top,Wool,"[85, 27, 176]",61.33,Shorts,Fleece,"[68, 156, 194]",134.02,Heels,Leather,"[69, 234, 100]",169.39,Minimalist,2,Snowy,1.0
Hoodie,Fleece,"[11, 35, 121]",37.63,Joggers,Denim,"[138, 210, 184]",185.51,Flip-Flops,Suede,"[208, 50, 197]",114.0,Elegant,20,Windy,3.0
Cardigan,Nylon,"[142, 148, 72]",137.54,Trousers,Fleece,"[82, 28, 90]",51.21,Sneakers,Suede,"[38, 195, 134]",141.1,Streetwear,7,Snowy,1.5
Coat,Linen,"[146, 228, 182]",198.24,Sweatpants,Silk,"[38, 20, 85]",32.79,Espadrilles,Canvas,"[46, 53, 138]",60.6,Sporty,35,Sunny,2.5
Polo,Linen,"[227, 30, 39]",89.93,Shorts,Linen,"[209, 45, 188]",110.34,Heels,Velvet,"[56, 81, 236]",91.19,Sporty,8,Sunny,5.0
Sweater,Silk,"[58, 41, 106]",53.49,Cargo Pants,Polyester,"[132, 182, 24]",149.04,Heels,Knit,"[240, 154, 199]",184.84,Sporty,20,Rainy,5.0
Cardigan,Linen,"[78, 183, 137]",146.36,Skirt,Nylon,"[83, 124, 86]",107.41,Flip-Flops,Suede,"[28, 96, 116]",77.95,Sporty,21,Rainy,3.0
Coat,Leather,"[209, 22, 127]",89.88,Trousers,Nylon,"[122, 46, 235]",90.27,Running Shoes,Canvas,"[162, 81, 36]",100.09,Sporty,25,Snowy,3.0
Tank Top,Denim,"[244, 227, 253]",235.05,Shorts,Velvet,"[126, 174, 100]",151.21,Sneakers,Wool,"[171, 166, 25]",151.42,Formal,33,Snowy,1.5
Tunic,Fleece,"[253, 50, 249]",133.38,Culottes,Denim,"[242, 90, 217]",149.93,Boots,Velvet,"[200, 27, 24]",78.39,Elegant,22,Windy,5.0
Coat,Denim,"[46, 217, 196]",163.48,Culottes,Linen,"[250, 138, 173]",175.48,Boots,Synthetic,"[151, 75, 127]",103.65,Streetwear,34,Windy,1.0
T-shirt,Fleece,"[161, 53, 213]",103.53,Trousers,Silk,"[136, 51, 236]",97.5,Moccasins,Velvet,"[136, 143, 37]",128.82,Vintage,24,Rainy,5.0
Jacket,Nylon,"[113, 198, 37]",154.23,Skirt,Linen,"[107, 239, 41]",176.96,Sandals,Denim,"[83, 129, 27]",103.62,Minimalist,25,Snowy,1.5
Jacket,Velvet,"[207, 73, 46]",109.99,Jeans,Denim,"[60, 233, 75]",163.26,Running Shoes,Denim,"[110, 31, 207]",74.69,Casual,3,Cloudy,5.0
Tank Top,Cotton,"[167, 116, 239]",145.27,Shorts,Denim,"[126, 13, 195]",67.53,Sandals,Leather,"[98, 43, 219]",79.51,Streetwear,13,Windy,5.0
Jacket,Leather,"[121, 203, 39]",159.79,Shorts,Polyester,"[98, 166, 105]",138.71,Flip-Flops,Denim,"[55, 118, 72]",93.92,Vintage,-3,Windy,1.0
Tank Top,Denim,"[187, 109, 148]",136.77,Leggings,Fleece,"[120, 150, 143]",140.23,Running Shoes,Velvet,"[170, 92, 48]",110.31,Preppy,4,Windy,2.5
Polo,Denim,"[71, 179, 211]",150.36,Cargo Pants,Nylon,"[69, 109, 196]",106.96,Oxfords,Denim,"[120, 29, 71]",61.0,Bohemian,31,Snowy,1.0
Cardigan,Wool,"[39, 45, 180]",58.6,Joggers,Cotton,"[241, 142, 75]",163.96,Sandals,Wool,"[81, 157, 118]",129.83,Casual,35,Cloudy,5.0
Tunic,Cotton,"[223, 137, 10]",148.24,Shorts,Wool,"[121, 205, 15]",158.22,Espadrilles,Leather,"[75, 63, 236]",86.31,Preppy,32,Rainy,5.0
T-shirt,Linen,"[86, 31, 153]",61.35,Skirt,Velvet,"[175, 149, 238]",166.92,Sandals,Wool,"[98, 222, 61]",166.57,Casual,-2,Rainy,1.0
Blouse,Fleece,"[46, 176, 166]",135.99,Shorts,Polyester,"[243, 190, 134]",199.46,Boots,Synthetic,"[111, 169, 118]",145.84,Streetwear,34,Windy,3.5
Blouse,Polyester,"[23, 208, 0]",128.97,Shorts,Nylon,"[34, 118, 98]",90.6,Oxfords,Velvet,"[70, 0, 98]",32.1,Streetwear,24,Windy,3.5
T-shirt,Linen,"[39, 191, 183]",144.64,Shorts,Polyester,"[156, 136, 166]",145.4,Heels,Canvas,"[171, 109, 70]",123.09,Formal,10,Sunny,3.0
Blouse,Wool,"[8, 67, 75]",50.27,Joggers,Velvet,"[206, 99, 2]",119.93,Espadrilles,Denim,"[243, 146, 88]",168.39,Formal,34,Sunny,5.0
T-shirt,Leather,"[161, 62, 199]",107.22,Skirt,Nylon,"[121, 238, 28]",179.08,Flip-Flops,Knit,"[93, 192, 42]",145.3,Vintage,20,Snowy,1.5
Cardigan,Polyester,"[86, 102, 190]",107.25,Sweatpants,Leather,"[65, 40, 42]",47.7,Running Shoes,Knit,"[135, 114, 149]",124.27,Casual,9,Sunny,5.0
Hoodie,Linen,"[36, 109, 101]",86.26,Leggings,Leather,"[77, 139, 221]",129.81,Running Shoes,Leather,"[118, 93, 141]",105.95,Preppy,28,Rainy,2.5
Sweater,Velvet,"[52, 6, 115]",32.18,Shorts,Nylon,"[77, 39, 208]",69.63,Oxfords,Synthetic,"[153, 136, 70]",133.56,Sporty,12,Windy,3.0
T-shirt,Linen,"[223, 1, 75]",75.81,Cargo Pants,Leather,"[19, 210, 46]",134.19,Loafers,Synthetic,"[37, 57, 227]",70.4,Vintage,15,Cloudy,5.0
Jacket,Velvet,"[55, 45, 9]",43.89,Trousers,Fleece,"[65, 94, 64]",81.91,Loafers,Mesh,"[237, 89, 237]",150.12,Vintage,22,Cloudy,5.0
Jacket,Fleece,"[88, 189, 131]",152.19,Cargo Pants,Nylon,"[103, 21, 139]",58.97,Sneakers,Mesh,"[16, 11, 164]",29.94,Sporty,35,Windy,2.5
Hoodie,Leather,"[177, 17, 193]",84.9,Joggers,Fleece,"[189, 9, 68]",69.55,Oxfords,Denim,"[110, 145, 42]",122.79,Bohemian,11,Windy,5.0
Polo,Velvet,"[50, 121, 255]",115.05,Culottes,Leather,"[205, 95, 135]",132.45,Loafers,Leather,"[177, 143, 41]",141.54,Vintage,-5,Windy,5.0
Tank Top,Wool,"[36, 187, 127]",135.01,Chinos,Silk,"[19, 199, 60]",129.33,Flip-Flops,Rubber,"[147, 225, 222]",201.34,Minimalist,1,Snowy,1.0
Coat,Fleece,"[150, 165, 53]",147.75,Chinos,Silk,"[233, 185, 222]",203.57,Oxfords,Canvas,"[205, 39, 147]",100.95,Business Casual,0,Rainy,7.5
Tunic,Denim,"[243, 64, 48]",115.7,Culottes,Silk,"[239, 8, 235]",102.95,Running Shoes,Canvas,"[122, 205, 134]",172.09,Formal,7,Rainy,5.0
Hoodie,Velvet,"[136, 224, 210]",196.09,Skirt,Velvet,"[125, 81, 193]",106.92,Heels,Denim,"[242, 97, 180]",149.82,Vintage,31,Windy,2.5
Jacket,Polyester,"[196, 19, 19]",71.92,Shorts,Leather,"[162, 205, 176]",188.84,Sneakers,Canvas,"[69, 40, 182]",64.86,Bohemian,4,Cloudy,2.5
Polo,Denim,"[53, 18, 254]",55.37,Joggers,Velvet,"[64, 153, 36]",113.05,Loafers,Suede,"[191, 61, 22]",95.42,Sporty,9,Cloudy,3.0
Tank Top,Nylon,"[51, 198, 233]",158.04,Culottes,Fleece,"[248, 246, 143]",234.86,Sandals,Leather,"[106, 166, 84]",138.71,Bohemian,34,Windy,5.0
T-shirt,Linen,"[3, 45, 176]",47.38,Cargo Pants,Leather,"[197, 0, 94]",69.62,Loafers,Rubber,"[165, 12, 154]",73.94,Sporty,17,Sunny,3.0
Hoodie,Cotton,"[152, 4, 243]",75.5,Jeans,Fleece,"[52, 191, 146]",144.31,Loafers,Synthetic,"[124, 145, 153]",139.63,Streetwear,32,Windy,1.0
Blouse,Wool,"[108, 176, 250]",164.1,Culottes,Linen,"[73, 179, 246]",154.94,Heels,Rubber,"[199, 164, 187]",177.09,Casual,10,Rainy,5.0
Sweater,Cotton,"[46, 141, 62]",103.59,Skirt,Polyester,"[200, 246, 109]",216.63,Espadrilles,Wool,"[27, 243, 183]",171.58,Elegant,23,Windy,5.0
Cardigan,Velvet,"[162, 169, 250]",176.14,Culottes,Leather,"[11, 194, 106]",129.25,Running Shoes,Velvet,"[115, 155, 41]",130.04,Preppy,5,Rainy,5.0
Hoodie,Fleece,"[166, 25, 37]",68.53,Joggers,Velvet,"[16, 16, 173]",33.9,Flip-Flops,Leather,"[176, 249, 70]",206.77,Preppy,3,Windy,4.5
Polo,Velvet,"[184, 75, 128]",113.63,Shorts,Wool,"[245, 202, 5]",192.4,Espadrilles,Canvas,"[36, 41, 214]",59.23,Vintage,27,Sunny,5.0
T-shirt,Fleece,"[73, 73, 160]",82.92,Jeans,Silk,"[214, 0, 125]",78.24,Boots,Wool,"[243, 71, 220]",139.41,Preppy,14,Windy,5.0
Tunic,Velvet,"[74, 5, 181]",45.69,Trousers,Nylon,"[198, 71, 251]",129.49,Heels,Rubber,"[18, 111, 77]",79.32,Preppy,8,Cloudy,5.0
Tank Top,Silk,"[109, 65, 105]",82.72,Trousers,Leather,"[152, 64, 138]",98.75,Espadrilles,Rubber,"[218, 202, 129]",198.46,Sporty,5,Cloudy,5.0
Jacket,Leather,"[219, 235, 66]",210.95,Culottes,Linen,"[166, 200, 78]",175.93,Oxfords,Velvet,"[10, 153, 6]",93.48,Preppy,26,Cloudy,5.0
Sweater,Fleece,"[153, 56, 247]",106.78,Cargo Pants,Denim,"[151, 113, 33]",115.24,Sandals,Velvet,"[66, 12, 102]",38.41,Formal,30,Sunny,2.5
Coat,Fleece,"[172, 206, 149]",189.34,Skirt,Linen,"[171, 65, 149]",106.27,Loafers,Rubber,"[81, 130, 145]",117.06,Business Casual,32,Rainy,3.5
Cardigan,Leather,"[233, 141, 157]",170.33,Shorts,Linen,"[119, 212, 42]",164.81,Running Shoes,Leather,"[185, 245, 119]",212.7,Casual,33,Snowy,1.5
Hoodie,Silk,"[250, 77, 209]",143.78,Cargo Pants,Silk,"[123, 222, 232]",193.54,Moccasins,Denim,"[99, 240, 109]",182.91,Casual,17,Windy,5.0
Cardigan,Denim,"[5, 188, 129]",126.56,Skirt,Nylon,"[66, 158, 160]",130.72,Sandals,Mesh,"[144, 22, 101]",67.48,Sporty,5,Cloudy,5.0
Cardigan,Polyester,"[210, 93, 55]",123.65,Leggings,Polyester,"[227, 205, 147]",204.97,Sandals,Suede,"[236, 120, 138]",156.74,Formal,24,Snowy,1.5
Tank Top,Silk,"[143, 142, 194]",148.23,Skirt,Nylon,"[136, 172, 235]",168.42,Espadrilles,Knit,"[145, 115, 127]",125.34,Casual,10,Snowy,1.5
Tank Top,Leather,"[197, 252, 133]",221.99,Trousers,Leather,"[110, 139, 242]",142.07,Flip-Flops,Suede,"[178, 9, 137]",74.12,Business Casual,20,Cloudy,5.0
T-shirt,Nylon,"[173, 247, 3]",197.06,Shorts,Linen,"[71, 205, 190]",163.22,Sandals,Leather,"[224, 140, 11]",150.41,Business Casual,12,Windy,5.0
Polo,Leather,"[148, 71, 203]",109.07,Culottes,Silk,"[71, 98, 216]",103.38,Espadrilles,Knit,"[115, 188, 93]",155.34,Bohemian,33,Sunny,5.0
Sweater,Polyester,"[128, 46, 129]",79.98,Culottes,Polyester,"[112, 161, 58]",134.61,Oxfords,Wool,"[101, 251, 247]",205.69,Business Casual,27,Snowy,1.0
Sweater,Linen,"[166, 39, 20]",74.81,Shorts,Cotton,"[23, 73, 25]",52.58,Espadrilles,Rubber,"[7, 208, 213]",148.47,Vintage,7,Snowy,3.0
Tank Top,Linen,"[140, 169, 34]",144.94,Shorts,Polyester,"[212, 170, 202]",186.21,Sneakers,Synthetic,"[156, 250, 78]",202.29,Formal,2,Snowy,1.0
Cardigan,Linen,"[147, 148, 10]",131.97,Cargo Pants,Polyester,"[100, 95, 197]",108.12,Running Shoes,Leather,"[104, 154, 73]",129.82,Business Casual,16,Rainy,5.0
Tunic,Wool,"[63, 66, 77]",66.36,Leggings,Leather,"[74, 241, 10]",164.73,Espadrilles,Knit,"[27, 157, 236]",127.14,Formal,-2,Rainy,5.0
Cardigan,Denim,"[163, 244, 38]",196.3,Skirt,Wool,"[199, 127, 214]",158.45,Flip-Flops,Mesh,"[222, 125, 34]",143.63,Streetwear,0,Windy,1.0
Sweater,Polyester,"[82, 212, 75]",157.51,Sweatpants,Polyester,"[233, 134, 125]",162.57,Oxfords,Knit,"[231, 242, 16]",212.95,Casual,23,Cloudy,5.0
Blouse,Cotton,"[142, 251, 133]",204.96,Shorts,Cotton,"[179, 59, 101]",99.67,Running Shoes,Velvet,"[144, 0, 222]",68.36,Casual,1,Sunny,2.5
Tank Top,Cotton,"[66, 187, 146]",146.15,Joggers,Leather,"[169, 154, 100]",152.33,Oxfords,Synthetic,"[229, 82, 8]",117.52,Sporty,9,Sunny,3.0
Hoodie,Linen,"[99, 230, 71]",172.7,Culottes,Wool,"[116, 187, 124]",158.59,Sneakers,Mesh,"[74, 232, 126]",172.67,Casual,-5,Rainy,6.5
Hoodie,Polyester,"[73, 249, 97]",179.05,Sweatpants,Denim,"[34, 73, 117]",66.35,Espadrilles,Knit,"[167, 17, 198]",82.48,Sporty,-3,Snowy,3.0
Cardigan,Wool,"[24, 75, 136]",66.7,Sweatpants,Velvet,"[83, 131, 118]",115.17,Loafers,Leather,"[254, 190, 91]",197.85,Sporty,4,Sunny,3.0
Coat,Cotton,"[18, 11, 141]",27.91,Chinos,Linen,"[168, 198, 114]",179.45,Oxfords,Rubber,"[81, 163, 15]",121.61,Streetwear,11,Cloudy,3.5
T-shirt,Denim,"[26, 175, 32]",114.15,Skirt,Nylon,"[200, 203, 211]",203.01,Flip-Flops,Leather,"[200, 42, 217]",109.19,Preppy,-3,Snowy,1.0
Coat,Nylon,"[21, 178, 23]",113.39,Trousers,Velvet,"[63, 175, 31]",125.1,Oxfords,Knit,"[232, 153, 84]",168.75,Elegant,7,Rainy,6.0
Blouse,Wool,"[226, 250, 132]",229.37,Cargo Pants,Denim,"[147, 213, 25]",171.83,Oxfords,Leather,"[112, 214, 60]",165.95,Casual,8,Rainy,5.0
Coat,Silk,"[69, 204, 59]",147.1,Culottes,Silk,"[248, 120, 250]",173.09,Sneakers,Denim,"[158, 85, 139]",112.98,Sporty,7,Sunny,5.0
Sweater,Silk,"[18, 108, 151]",85.99,Jeans,Nylon,"[240, 232, 149]",224.93,Sneakers,Rubber,"[99, 136, 36]",113.54,Elegant,17,Cloudy,3.0
Tank Top,Linen,"[48, 130, 197]",113.12,Culottes,Fleece,"[187, 222, 122]",200.13,Running Shoes,Leather,"[137, 105, 211]",126.65,Bohemian,22,Snowy,1.5
Tank Top,Denim,"[39, 251, 147]",175.76,Jeans,Fleece,"[142, 85, 255]",121.42,Running Shoes,Knit,"[58, 216, 237]",171.15,Formal,8,Snowy,1.5
Tunic,Linen,"[4, 51, 192]",53.02,Trousers,Denim,"[146, 18, 76]",62.88,Boots,Canvas,"[67, 172, 103]",132.74,Vintage,6,Windy,5.0
Sweater,Linen,"[138, 112, 255]",136.08,Chinos,Polyester,"[117, 221, 68]",172.46,Sneakers,Synthetic,"[46, 203, 216]",157.54,Formal,28,Snowy,1.0
T-shirt,Denim,"[121, 32, 233]",81.53,Shorts,Cotton,"[159, 190, 179]",179.48,Espadrilles,Knit,"[120, 201, 99]",165.15,Minimalist,19,Windy,5.0
Polo,Wool,"[222, 142, 215]",174.24,Shorts,Denim,"[8, 237, 172]",161.12,Running Shoes,Synthetic,"[146, 78, 154]",107.0,Streetwear,23,Rainy,5.0
T-shirt,Velvet,"[223, 138, 185]",168.77,Skirt,Wool,"[6, 110, 236]",93.27,Espadrilles,Leather,"[116, 96, 239]",118.28,Bohemian,-4,Rainy,2.5
Polo,Nylon,"[182, 183, 217]",186.58,Trousers,Linen,"[255, 207, 66]",205.28,Boots,Velvet,"[35, 208, 214]",156.96,Minimalist,4,Rainy,6.0
T-shirt,Linen,"[161, 110, 89]",122.85,Culottes,Linen,"[185, 71, 104]",108.85,Loafers,Wool,"[238, 158, 19]",166.07,Business Casual,27,Rainy,5.0
Tunic,Velvet,"[41, 210, 158]",153.54,Shorts,Linen,"[136, 125, 211]",138.09,Sneakers,Rubber,"[138, 3, 54]",49.18,Formal,12,Windy,3.0
Jacket,Wool,"[7, 128, 196]",99.57,Cargo Pants,Velvet,"[207, 239, 98]",213.36,Loafers,Mesh,"[71, 70, 139]",78.16,Vintage,32,Snowy,1.0
Cardigan,Polyester,"[13, 215, 210]",154.03,Cargo Pants,Velvet,"[250, 194, 213]",212.91,Loafers,Rubber,"[186, 95, 150]",128.48,Sporty,-5,Sunny,3.0
Polo,Cotton,"[161, 184, 42]",160.94,Culottes,Nylon,"[115, 106, 117]",109.94,Sneakers,Knit,"[98, 251, 43]",181.54,Formal,22,Rainy,3.0
Tunic,Denim,"[33, 57, 38]",47.66,Cargo Pants,Silk,"[139, 225, 132]",188.68,Sneakers,Wool,"[82, 40, 40]",52.56,Elegant,25,Snowy,1.0
Tank Top,Polyester,"[102, 34, 192]",72.34,Culottes,Silk,"[245, 223, 160]",222.4,Oxfords,Suede,"[109, 205, 120]",166.61,Bohemian,35,Sunny,5.0
Sweater,Velvet,"[208, 179, 246]",195.31,Cargo Pants,Leather,"[141, 146, 240]",155.22,Heels,Synthetic,"[88, 70, 110]",79.94,Vintage,10,Sunny,5.0
Hoodie,Fleece,"[214, 241, 41]",210.13,Culottes,Nylon,"[65, 108, 78]",91.72,Moccasins,Suede,"[59, 35, 3]",38.53,Casual,21,Sunny,5.0
T-shirt,Fleece,"[68, 18, 8]",31.81,Skirt,Velvet,"[227, 245, 90]",221.95,Moccasins,Knit,"[88, 114, 174]",113.07,Minimalist,28,Snowy,3.5
Polo,Polyester,"[93, 112, 198]",116.12,Chinos,Fleece,"[158, 48, 181]",96.05,Sneakers,Canvas,"[194, 234, 56]",201.75,Business Casual,18,Sunny,5.0
Coat,Velvet,"[243, 160, 150]",183.68,Jeans,Leather,"[206, 152, 21]",153.21,Sneakers,Canvas,"[124, 36, 33]",61.97,Business Casual,6,Sunny,5.0
Hoodie,Leather,"[143, 14, 5]",51.54,Chinos,Silk,"[181, 7, 155]",75.9,Boots,Mesh,"[97, 130, 238]",132.44,Elegant,-3,Rainy,5.5
Jacket,Velvet,"[152, 8, 145]",66.67,Jeans,Wool,"[178, 186, 144]",178.82,Oxfords,Wool,"[171, 17, 16]",62.93,Formal,17,Rainy,6.0
Cardigan,Fleece,"[19, 198, 164]",140.6,Joggers,Velvet,"[29, 161, 175]",123.13,Sandals,Synthetic,"[5, 230, 225]",162.16,Vintage,1,Rainy,3.0
Jacket,Linen,"[94, 161, 1]",122.73,Trousers,Polyester,"[176, 187, 32]",166.04,Sandals,Denim,"[38, 244, 140]",170.55,Streetwear,3,Rainy,4.0
Coat,Denim,"[113, 85, 182]",104.43,Leggings,Cotton,"[157, 98, 225]",130.12,Moccasins,Canvas,"[205, 114, 86]",138.02,Minimalist,19,Cloudy,5.0
Tank Top,Wool,"[82, 176, 204]",151.09,Leggings,Silk,"[220, 2, 85]",76.64,Heels,Mesh,"[184, 191, 38]",171.46,Bohemian,28,Cloudy,5.0
Jacket,Linen,"[128, 165, 121]",148.92,Shorts,Velvet,"[2, 237, 158]",157.73,Sandals,Denim,"[175, 71, 132]",109.05,Bohemian,19,Sunny,5.0
Blouse,Nylon,"[37, 62, 90]",57.72,Trousers,Polyester,"[227, 238, 140]",223.54,Oxfords,Denim,"[153, 31, 16]",65.77,Preppy,9,Windy,5.0
Tank Top,Silk,"[136, 111, 186]",127.03,Culottes,Denim,"[141, 175, 57]",151.38,Oxfords,Wool,"[35, 81, 39]",62.46,Bohemian,12,Rainy,5.0
Tunic,Velvet,"[188, 203, 164]",194.07,Shorts,Denim,"[228, 88, 200]",142.63,Loafers,Velvet,"[128, 101, 37]",101.78,Vintage,30,Cloudy,5.0
Tank Top,Leather,"[152, 151, 65]",141.5,Joggers,Linen,"[98, 83, 151]",95.24,Sandals,Denim,"[247, 225, 200]",228.73,Casual,33,Windy,5.0
Sweater,Leather,"[211, 53, 71]",102.29,Trousers,Silk,"[125, 161, 81]",141.12,Moccasins,Suede,"[85, 78, 107]",83.4,Vintage,35,Cloudy,2.5
Blouse,Silk,"[187, 49, 90]",94.94,Trousers,Leather,"[245, 236, 201]",234.7,Oxfords,Mesh,"[22, 149, 217]",118.78,Minimalist,7,Cloudy,5.0
T-shirt,Nylon,"[129, 36, 20]",61.98,Leggings,Nylon,"[91, 30, 32]",48.47,Flip-Flops,Knit,"[96, 94, 144]",100.3,Minimalist,33,Snowy,1.5
Coat,Linen,"[19, 65, 147]",60.59,Leggings,Velvet,"[13, 23, 62]",24.46,Moccasins,Synthetic,"[253, 128, 175]",170.73,Preppy,23,Snowy,3.0
Sweater,Nylon,"[235, 157, 42]",167.21,Shorts,Polyester,"[246, 129, 140]",165.24,Espadrilles,Synthetic,"[14, 6, 91]",18.08,Minimalist,18,Rainy,5.0
Tank Top,Fleece,"[14, 219, 213]",157.02,Jeans,Linen,"[32, 58, 186]",64.82,Running Shoes,Suede,"[53, 145, 79]",109.97,Casual,5,Snowy,1.5
Jacket,Denim,"[66, 87, 164]",89.5,Culottes,Leather,"[57, 84, 38]",70.68,Flip-Flops,Canvas,"[187, 99, 4]",114.48,Preppy,21,Cloudy,5.0
Coat,Cotton,"[183, 135, 251]",162.58,Skirt,Linen,"[123, 251, 92]",194.6,Espadrilles,Mesh,"[55, 235, 120]",168.07,Bohemian,6,Sunny,5.0
Tank Top,Nylon,"[189, 104, 137]",133.18,Chinos,Linen,"[0, 200, 195]",139.63,Boots,Velvet,"[123, 231, 169]",191.64,Minimalist,7,Snowy,3.5
Blouse,Velvet,"[165, 125, 203]",145.85,Shorts,Silk,"[116, 154, 101]",136.6,Boots,Denim,"[9, 64, 174]",60.09,Vintage,21,Rainy,5.0
Jacket,Linen,"[160, 51, 102]",89.4,Sweatpants,Denim,"[102, 47, 254]",87.04,Loafers,Leather,"[171, 42, 18]",77.84,Preppy,13,Sunny,5.0
Polo,Velvet,"[162, 200, 39]",170.28,Joggers,Wool,"[183, 230, 204]",212.98,Heels,Canvas,"[90, 79, 242]",100.87,Streetwear,-3,Windy,5.0
T-shirt,Fleece,"[246, 38, 227]",121.74,Culottes,Leather,"[221, 254, 119]",228.74,Sandals,Synthetic,"[236, 92, 18]",126.62,Preppy,10,Cloudy,5.0
Tank Top,Wool,"[107, 89, 84]",93.81,Chinos,Velvet,"[153, 171, 89]",156.27,Flip-Flops,Canvas,"[165, 59, 127]",98.45,Streetwear,16,Sunny,5.0
Polo,Denim,"[218, 173, 10]",167.87,Skirt,Linen,"[231, 102, 174]",148.78,Sandals,Rubber,"[191, 211, 128]",195.56,Elegant,9,Windy,5.0
Tunic,Polyester,"[135, 184, 103]",160.11,Sweatpants,Velvet,"[196, 41, 169]",101.94,Espadrilles,Denim,"[223, 127, 135]",156.62,Preppy,1,Snowy,1.5
Polo,Wool,"[179, 115, 178]",141.32,Skirt,Silk,"[89, 23, 105]",52.08,Espadrilles,Mesh,"[124, 152, 205]",149.67,Sporty,15,Rainy,5.0
